scene_id,xml_path,tif_path,remote_xml_uri,remote_tif_uri,min_lon,min_lat,max_lon,max_lat,center_lon,center_lat,imaging_time
LuoJia1-01_LR201806064831_20180603055113_HDR_0033,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055113_HDR_0033_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055113_HDR_0033_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055113_HDR_0033_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055113_HDR_0033_gec.tif,-118.997379,32.586714,-115.275734,35.545921,-117.01922,34.133948,2018-6-3T5:51:1.161694
LuoJia1-01_LR201806064831_20180603055114_HDR_0034,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055114_HDR_0034_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055114_HDR_0034_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055114_HDR_0034_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055114_HDR_0034_gec.tif,-119.019941,32.648328,-115.294111,35.608139,-117.039024,34.19583,2018-6-3T5:51:2.162665
LuoJia1-01_LR201806064831_20180603055115_HDR_0035,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055115_HDR_0035_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055115_HDR_0035_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055115_HDR_0035_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055115_HDR_0035_gec.tif,-119.041258,32.709584,-115.312941,35.670067,-117.057051,34.257558,2018-6-3T5:51:3.163637
LuoJia1-01_LR201806064831_20180603055116_HDR_0036,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055116_HDR_0036_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055116_HDR_0036_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055116_HDR_0036_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055116_HDR_0036_gec.tif,-119.062431,32.770584,-115.331099,35.731175,-117.077426,34.318734,2018-6-3T5:51:4.164608
LuoJia1-01_LR201806064831_20180603055117_HDR_0037,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055117_HDR_0037_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055117_HDR_0037_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055117_HDR_0037_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055117_HDR_0037_gec.tif,-119.083467,32.831186,-115.349133,35.792427,-117.096968,34.379553,2018-6-3T5:51:5.165580
LuoJia1-01_LR201806064831_20180603055118_HDR_0038,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055118_HDR_0038_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055118_HDR_0038_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055118_HDR_0038_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055118_HDR_0038_gec.tif,-119.104517,32.891654,-115.367055,35.853478,-117.11786,34.440213,2018-6-3T5:51:6.166552
LuoJia1-01_LR201806064831_20180603055119_HDR_0039,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055119_HDR_0039_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055119_HDR_0039_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055119_HDR_0039_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055119_HDR_0039_gec.tif,-119.124529,32.951863,-115.384544,35.913594,-117.136557,34.500685,2018-6-3T5:51:7.167523
LuoJia1-01_LR201806064831_20180603055120_HDR_0040,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055120_HDR_0040_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055120_HDR_0040_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055120_HDR_0040_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055120_HDR_0040_gec.tif,-119.144772,33.012198,-115.401182,35.973871,-117.154793,34.561188,2018-6-3T5:51:8.168495
LuoJia1-01_LR201806064831_20180603055121_HDR_0041,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055121_HDR_0041_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055121_HDR_0041_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055121_HDR_0041_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055121_HDR_0041_gec.tif,-119.165017,33.072372,-115.4182,36.034594,-117.173881,34.621698,2018-6-3T5:51:9.168486
LuoJia1-01_LR201806064831_20180603055122_HDR_0042,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055122_HDR_0042_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055122_HDR_0042_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055122_HDR_0042_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055122_HDR_0042_gec.tif,-119.184017,33.132541,-115.435611,36.095093,-117.191585,34.681963,2018-6-3T5:51:10.170438
LuoJia1-01_LR201806064831_20180603055123_HDR_0043,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055123_HDR_0043_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055123_HDR_0043_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055123_HDR_0043_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055123_HDR_0043_gec.tif,-119.203174,33.192542,-115.451658,36.15627,-117.209603,34.742347,2018-6-3T5:51:11.170714
LuoJia1-01_LR201806064831_20180603055124_HDR_0044,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055124_HDR_0044_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055124_HDR_0044_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055124_HDR_0044_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055124_HDR_0044_gec.tif,-119.22163,33.252154,-115.467823,36.216824,-117.22672,34.802118,2018-6-3T5:51:12.172382
LuoJia1-01_LR201806064831_20180603055125_HDR_0045,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055125_HDR_0045_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055125_HDR_0045_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055125_HDR_0045_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055125_HDR_0045_gec.tif,-119.240676,33.312338,-115.483109,36.27677,-117.243709,34.862333,2018-6-3T5:51:13.173354
LuoJia1-01_LR201806064831_20180603055126_HDR_0046,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055126_HDR_0046_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055126_HDR_0046_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055126_HDR_0046_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055126_HDR_0046_gec.tif,-119.260013,33.373946,-115.498982,36.33703,-117.261448,34.922894,2018-6-3T5:51:14.174325
LuoJia1-01_LR201806064831_20180603055127_HDR_0047,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055127_HDR_0047_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055127_HDR_0047_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055127_HDR_0047_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055127_HDR_0047_gec.tif,-119.279407,33.433512,-115.51517,36.397896,-117.279114,34.983552,2018-6-3T5:51:15.175297
LuoJia1-01_LR201806064831_20180603055128_HDR_0048,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055128_HDR_0048_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806064831_20180603055128_HDR_0048_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055128_HDR_0048_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806064831_20180603055128_HDR_0048_gec.tif,-119.29878,33.493664,-115.531206,36.459385,-117.29679,35.044229,2018-6-3T5:51:16.176269
LuoJia1-01_LR201806143261_20180613193819_HDR_0016,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193819_HDR_0016_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193819_HDR_0016_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193819_HDR_0016_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193819_HDR_0016_gec.tif,31.820045,42.538011,36.126751,45.532318,34.088309,44.089155,2018-6-13T19:38:7.19497
LuoJia1-01_LR201806143261_20180613193820_HDR_0017,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193820_HDR_0017_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193820_HDR_0017_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193820_HDR_0017_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193820_HDR_0017_gec.tif,31.796921,42.599232,36.107762,45.593387,34.067339,44.150162,2018-6-13T19:38:8.19594
LuoJia1-01_LR201806143261_20180613193821_HDR_0018,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193821_HDR_0018_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193821_HDR_0018_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193821_HDR_0018_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193821_HDR_0018_gec.tif,31.773397,42.660483,36.089339,45.654776,34.046537,44.211381,2018-6-13T19:38:9.19691
LuoJia1-01_LR201806143261_20180613193822_HDR_0019,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193822_HDR_0019_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193822_HDR_0019_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193822_HDR_0019_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193822_HDR_0019_gec.tif,31.748991,42.721219,36.070533,45.716174,34.02513,44.272403,2018-6-13T19:38:10.1978
LuoJia1-01_LR201806143261_20180613193823_HDR_0020,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193823_HDR_0020_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193823_HDR_0020_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193823_HDR_0020_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193823_HDR_0020_gec.tif,31.72417,42.781392,36.050927,45.777116,34.003092,44.332954,2018-6-13T19:38:11.1988
LuoJia1-01_LR201806143261_20180613193824_HDR_0021,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193824_HDR_0021_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193824_HDR_0021_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193824_HDR_0021_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193824_HDR_0021_gec.tif,31.698519,42.841103,36.030954,45.837504,33.980546,44.393056,2018-6-13T19:38:12.1990
LuoJia1-01_LR201806143261_20180613193825_HDR_0022,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193825_HDR_0022_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193825_HDR_0022_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193825_HDR_0022_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193825_HDR_0022_gec.tif,31.673043,42.900952,36.01029,45.897701,33.959903,44.453482,2018-6-13T19:38:13.2007
LuoJia1-01_LR201806143261_20180613193826_HDR_0023,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193826_HDR_0023_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193826_HDR_0023_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193826_HDR_0023_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193826_HDR_0023_gec.tif,31.648695,42.961274,35.989956,45.957956,33.937325,44.513676,2018-6-13T19:38:14.2017
LuoJia1-01_LR201806143261_20180613193827_HDR_0024,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193827_HDR_0024_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193827_HDR_0024_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193827_HDR_0024_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193827_HDR_0024_gec.tif,31.62442,43.021577,35.970603,46.018637,33.914368,44.573935,2018-6-13T19:38:15.2027
LuoJia1-01_LR201806143261_20180613193828_HDR_0025,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193828_HDR_0025_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193828_HDR_0025_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193828_HDR_0025_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193828_HDR_0025_gec.tif,31.600023,43.081107,35.951334,46.079308,33.892794,44.634073,2018-6-13T19:38:16.2037
LuoJia1-01_LR201806143261_20180613193829_HDR_0026,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193829_HDR_0026_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193829_HDR_0026_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193829_HDR_0026_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193829_HDR_0026_gec.tif,31.57463,43.13983,35.931791,46.139172,33.870467,44.693476,2018-6-13T19:38:17.2046
LuoJia1-01_LR201806143261_20180613193830_HDR_0027,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193830_HDR_0027_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193830_HDR_0027_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193830_HDR_0027_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193830_HDR_0027_gec.tif,31.548946,43.19889,35.911526,46.198472,33.847357,44.752645,2018-6-13T19:38:18.2056
LuoJia1-01_LR201806143261_20180613193831_HDR_0028,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193831_HDR_0028_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193831_HDR_0028_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193831_HDR_0028_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193831_HDR_0028_gec.tif,31.524186,43.258352,35.890869,46.257961,33.825048,44.812223,2018-6-13T19:38:19.2066
LuoJia1-01_LR201806143261_20180613193832_HDR_0029,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193832_HDR_0029_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193832_HDR_0029_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193832_HDR_0029_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193832_HDR_0029_gec.tif,31.499465,43.318233,35.871082,46.31777,33.80264,44.872048,2018-6-13T19:38:20.2076
LuoJia1-01_LR201806143261_20180613193833_HDR_0030,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193833_HDR_0030_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193833_HDR_0030_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193833_HDR_0030_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193833_HDR_0030_gec.tif,31.474392,43.378127,35.851378,46.377995,33.780421,44.932148,2018-6-13T19:38:21.2085
LuoJia1-01_LR201806143261_20180613193834_HDR_0031,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193834_HDR_0031_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193834_HDR_0031_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193834_HDR_0031_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193834_HDR_0031_gec.tif,31.448679,43.438264,35.83153,46.4384,33.757749,44.99238,2018-6-13T19:38:22.2095
LuoJia1-01_LR201806143261_20180613193835_HDR_0032,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193835_HDR_0032_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193835_HDR_0032_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193835_HDR_0032_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193835_HDR_0032_gec.tif,31.422394,43.498709,35.811242,46.499068,33.734666,45.052897,2018-6-13T19:38:23.2105
LuoJia1-01_LR201806143261_20180613193836_HDR_0033,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193836_HDR_0033_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193836_HDR_0033_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193836_HDR_0033_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193836_HDR_0033_gec.tif,31.396332,43.559145,35.79035,46.559961,33.711392,45.113545,2018-6-13T19:38:24.2114
LuoJia1-01_LR201806143261_20180613193837_HDR_0034,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193837_HDR_0034_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193837_HDR_0034_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193837_HDR_0034_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193837_HDR_0034_gec.tif,31.370263,43.618824,35.769735,46.620871,33.68834,45.173889,2018-6-13T19:38:25.2124
LuoJia1-01_LR201806143261_20180613193838_HDR_0035,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193838_HDR_0035_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193838_HDR_0035_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193838_HDR_0035_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193838_HDR_0035_gec.tif,31.344002,43.677945,35.749128,46.681104,33.665104,45.233639,2018-6-13T19:38:26.2134
LuoJia1-01_LR201806143261_20180613193839_HDR_0036,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193839_HDR_0036_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193839_HDR_0036_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193839_HDR_0036_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193839_HDR_0036_gec.tif,31.317217,43.738747,35.728443,46.740897,33.64163,45.293848,2018-6-13T19:38:27.2144
LuoJia1-01_LR201806143261_20180613193840_HDR_0037,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193840_HDR_0037_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193840_HDR_0037_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193840_HDR_0037_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193840_HDR_0037_gec.tif,31.289899,43.799536,35.707165,46.802067,33.617706,45.354854,2018-6-13T19:38:28.2153
LuoJia1-01_LR201806143261_20180613193841_HDR_0038,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193841_HDR_0038_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193841_HDR_0038_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193841_HDR_0038_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193841_HDR_0038_gec.tif,31.262522,43.860175,35.68532,46.863193,33.593539,45.415757,2018-6-13T19:38:29.2163
LuoJia1-01_LR201806143261_20180613193842_HDR_0039,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193842_HDR_0039_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193842_HDR_0039_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193842_HDR_0039_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193842_HDR_0039_gec.tif,31.235746,43.920352,35.663456,46.924175,33.569396,45.476345,2018-6-13T19:38:30.2173
LuoJia1-01_LR201806143261_20180613193843_HDR_0040,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193843_HDR_0040_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193843_HDR_0040_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193843_HDR_0040_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193843_HDR_0040_gec.tif,31.210279,43.980745,35.641982,46.984644,33.546123,45.536772,2018-6-13T19:38:31.2182
LuoJia1-01_LR201806143261_20180613193844_HDR_0041,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193844_HDR_0041_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193844_HDR_0041_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193844_HDR_0041_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193844_HDR_0041_gec.tif,31.186295,44.041419,35.621812,47.045374,33.524084,45.597364,2018-6-13T19:38:32.2192
LuoJia1-01_LR201806143261_20180613193845_HDR_0042,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193845_HDR_0042_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193845_HDR_0042_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193845_HDR_0042_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193845_HDR_0042_gec.tif,31.1632,44.101978,35.602655,47.106136,33.502992,45.657927,2018-6-13T19:38:33.2202
LuoJia1-01_LR201806143261_20180613193847_HDR_0044,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193847_HDR_0044_meta.xml,local\LUOJIA_EXTRACTED\LuoJia1-01_LR201806143261_20180613193847_HDR_0044_gec.tif,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193847_HDR_0044_meta.xml,hf://buckets/cbernegger/LULO1/LUOJIA_EXTRACTED/LuoJia1-01_LR201806143261_20180613193847_HDR_0044_gec.tif,31.115261,44.221194,35.565257,47.226431,33.460228,45.777673,2018-6-13T19:38:35.2221
