col,row,lon,lat,z,z_valid,dem_path
1108.18896484375,1712.8427734375,-117.59164614539237,33.387100723566896,0.0,False,
1582.72509765625,1321.55029296875,-117.00231245929663,33.881203186504145,0.0,False,
636.52880859375,1442.390625,-118.18922226066427,33.73052832293822,0.0,False,
446.71435546875,1407.8648681640625,-118.42825270677301,33.77507350673299,0.0,False,
556.00146484375,1220.85009765625,-118.28401019619015,34.01453387832586,0.0,False,
1154.20458984375,1384.84765625,-117.52982792657114,33.799049786986544,0.0,False,
840.72314453125,1540.2137451171875,-117.9295857416151,33.607051733198524,0.0,False,
383.44287109375,1163.30712890625,-118.51067699853466,34.082827519938554,0.0,False,
909.74658203125,1105.76416015625,-117.8389190206773,34.157886959778885,0.0,False,
731.43603515625,1111.5184326171875,-118.06970703760987,34.147655505323094,0.0,False,
1338.26708984375,1764.6314697265625,-117.30316112422662,33.32169528728472,0.0,False,
927.00244140625,1580.493896484375,-117.8141917331488,33.552116383527846,0.0,False,
958.63818359375,1592.00244140625,-117.78534323103221,33.54181211323512,0.0,False,
1329.63916015625,1954.5233154296875,-117.31552476799087,33.087210517577404,0.0,False,
389.19482421875,973.4152221679688,-118.50243456935851,34.32142153247149,0.0,False,
1013.28173828125,1655.2996826171875,-117.71116136844674,33.462771902360046,0.0,False,
587.63720703125,1453.8992919921875,-118.2510404794855,33.71338939880523,0.0,False,
1556.84130859375,2127.15234375,-117.0311609614132,32.87286911476206,0.0,False,
478.35009765625,1379.0933837890625,-118.39116177548027,33.80589891959105,0.0,False,
461.09423828125,970.5380859375,-118.40764663383261,34.328228576005415,0.0,False,
938.50634765625,1304.2874755859375,-117.80182808938456,33.90514971339234,0.0,False,
325.92333984375,990.6781005859375,-118.58485886112014,34.297592532222495,0.0,False,
636.52880859375,1264.00732421875,-118.19334347525233,33.95644105208448,0.0,False,
711.30419921875,1442.390625,-118.0903131105503,33.73052832293822,0.0,False,
1473.43798828125,1646.6683349609375,-117.13419132611527,33.473085587663114,0.0,False,
1571.22119140625,2083.9951171875,-117.01467610306088,32.924773606742384,0.0,False,
360.43505859375,898.6093139648438,-118.53952550065125,34.420069595706735,0.0,False,
363.31103515625,993.5552978515625,-118.53128307147507,34.297592532222495,0.0,False,
1211.72412109375,1387.724853515625,-117.45976727857374,33.80247442180793,0.0,False,
1047.79345703125,1384.84765625,-117.66170679338975,33.80247442180793,0.0,False,
768.82373046875,1091.37841796875,-118.02437367714099,34.16811717468028,0.0,False,
1102.43701171875,1356.076171875,-117.59988857456852,33.84013635883451,0.0,False,
610.64501953125,1166.1842041015625,-118.22219197736892,34.07600063142631,0.0,False,
659.53662109375,1114.3955078125,-118.1562525439596,34.147655505323094,0.0,False,
1559.71728515625,1902.734619140625,-117.03528217600127,33.149341121623024,0.0,False,
360.43505859375,1051.0982666015625,-118.53952550065125,34.2294724236075,0.0,False,
1306.63134765625,1174.815673828125,-117.34025205551936,34.06234520360044,0.0,False,
1318.13525390625,1494.1793212890625,-117.32788841175511,33.66195210051601,0.0,False,
561.75341796875,1102.886962890625,-118.28401019619015,34.157886959778885,0.0,False,
1177.21240234375,1709.965576171875,-117.50510063904265,33.39398264686272,0.0,False,
1177.21240234375,1206.46435546875,-117.5133430682188,34.024781430897015,0.0,False,
357.55908203125,1194.955810546875,-118.5477679298274,34.04527282410831,0.0,False,
389.19482421875,1053.9754638671875,-118.50243456935851,34.222657378870096,0.0,False,
714.18017578125,1364.7076416015625,-118.08619189596222,33.823019352696704,0.0,False,
616.39697265625,1416.496337890625,-118.20570711901658,33.764795903154905,0.0,False,
1312.38330078125,1914.2431640625,-117.34025205551936,33.138989073411906,0.0,False,
1073.67724609375,1100.009765625,-117.63285829127318,34.164707240785624,0.0,False,
1208.84814453125,1580.493896484375,-117.47213092233798,33.552116383527846,0.0,False,
1300.87939453125,1514.3193359375,-117.34849448469552,33.64136856405319,0.0,False,
1274.99560546875,1868.2088623046875,-117.38558541598826,33.197634526689455,0.0,False,
423.70654296875,1258.2530517578125,-118.4571012088896,33.963277562957906,0.0,False,
1746.65576171875,1333.0589599609375,-116.79625172989252,33.86751643846214,0.0,False,
1062.17333984375,1177.69287109375,-117.6534643642136,34.06234520360044,0.0,False,
645.15673828125,1416.496337890625,-118.17273740231194,33.764795903154905,0.0,False,
325.92333984375,1194.955810546875,-118.58485886112014,34.04185793564775,0.0,False,
1364.15087890625,1948.76904296875,-117.27431262211005,33.090663370669425,0.0,False,
668.16455078125,1137.4127197265625,-118.15213132937153,34.11695370639158,0.0,False,
1263.49169921875,1102.886962890625,-117.40207027434059,34.161297169149634,0.0,False,
1174.33642578125,1554.5994873046875,-117.5133430682188,33.58988819297195,0.0,False,
1292.25146484375,1479.7935791015625,-117.35673691387167,33.68253071363278,0.0,False,
1010.40576171875,826.6806030273438,-117.72352501221098,34.50501773434436,0.0,False,
1128.32080078125,1686.9483642578125,-117.56691885786388,33.41806508712655,0.0,False,
348.93115234375,1169.0614013671875,-118.55601035900357,34.07600063142631,0.0,False,
1519.45361328125,1974.663330078125,-117.08061553647019,33.05612873925484,0.0,False,
1450.43017578125,1571.8624267578125,-117.16303982823183,33.5692874364662,0.0,False,
1358.39892578125,2144.415283203125,-117.28255505128622,32.838249226824125,0.0,False,
1505.07373046875,1171.9385986328125,-117.1012216094106,34.07258698081016,0.0,False,
455.34228515625,1019.4496459960938,-118.4117678484207,34.26353937437897,0.0,False,
648.03271484375,1065.4840087890625,-118.17685861690002,34.20220893642371,0.0,False,
613.52099609375,1117.272705078125,-118.22219197736892,34.14424474507842,0.0,False,
875.23486328125,1505.68798828125,-117.88837359573428,33.64823028982132,0.0,False,
